t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height_canopy,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
0,1,MS,40.74275,False,0,5.70000,0.00201,1,3261.60766,3261.60766,0.70000,0.10703,3.52026,12,0.00125,reproductive,0.45300,4.48528,9.96747,3261.60766
1,1,MS,109.40401,False,0,5.70000,0.00201,1,3261.60766,3261.60766,0.70000,0.10703,3.52028,12,0.00125,reproductive,0.45300,4.83973,8.68357,3261.60766
2,1,MS,108.89808,False,0,3.38333,0.00111,1,1935.98349,1935.98349,0.70000,0.10703,3.51963,12,0.00199,reproductive,0.72189,5.45680,6.97133,5197.59115
3,1,MS,90.24550,False,0,3.38333,0.00111,1,1935.98349,1935.98349,0.70000,0.10703,3.51965,12,0.00199,reproductive,0.72189,6.51118,6.68334,5197.59115
4,1,MS,68.09983,False,0,2.91667,0.00102,1,1668.95129,1668.95129,0.70000,0.10703,3.51919,12,0.00263,reproductive,0.95369,6.51700,6.08389,6866.54244
5,1,MS,50.07645,False,0,2.91667,0.00102,1,1668.95129,1668.95129,0.70000,0.10703,3.51919,12,0.00263,reproductive,0.95369,6.19169,5.71496,6866.54244
6,1,MS,41.39606,False,0,3.59167,0.00167,1,2055.19430,2055.19430,0.70000,0.10703,3.51870,12,0.00342,reproductive,1.23913,7.54570,6.59142,8921.73674
7,1,MS,35.82447,False,0,3.59167,0.00167,1,2055.19430,2055.19430,0.70000,0.10703,3.51874,12,0.00342,reproductive,1.23913,11.06415,7.18407,8921.73674
8,1,MS,34.60546,False,0,10.35000,0.01038,1,5997.35176,5997.35176,0.70000,0.10703,3.51741,12,0.00571,reproductive,2.07210,13.63344,11.50552,14919.08850
9,1,MS,30.21499,False,0,10.35000,0.01038,1,5997.35176,5997.35176,0.70000,0.10703,3.51748,12,0.00571,reproductive,2.07210,16.41627,12.25323,14919.08850
10,1,MS,36.07231,False,0,13.91667,0.01823,1,8852.70578,8852.70578,0.70000,0.10703,3.51561,12,0.00910,reproductive,3.30164,18.45716,16.50363,23771.79428
11,1,MS,33.68947,False,0,13.91667,0.01823,1,8852.70578,8852.70578,0.70000,0.10703,3.51570,12,0.00910,reproductive,3.30164,20.62016,17.15171,23771.79428
12,1,MS,44.58265,False,0,16.15000,0.02059,1,11151.94825,11151.94825,0.70000,0.10703,3.51345,12,0.01336,reproductive,4.85052,22.33424,19.04714,34923.74254
13,1,MS,39.89781,False,0,16.15000,0.02059,1,11151.94825,11151.94825,0.70000,0.10703,3.51356,12,0.01336,reproductive,4.85052,23.07886,19.22929,34923.74254
14,1,MS,48.86232,False,0,16.07500,0.01693,1,11068.13052,11068.13052,0.70000,0.10703,3.51144,12,0.01759,reproductive,6.38776,22.69683,18.12672,45991.87305
15,1,MS,40.36162,False,0,16.07500,0.01693,1,11068.13052,11068.13052,0.70000,0.10703,3.51154,12,0.01759,reproductive,6.38776,22.35259,17.97847,45991.87305
16,1,MS,45.36490,False,0,14.81667,0.00920,1,9730.11004,9730.11004,0.70000,0.10703,3.50978,12,0.02131,reproductive,7.73916,21.05643,15.75535,55721.98310
17,1,MS,33.80017,False,0,14.81667,0.00920,1,9730.11004,9730.11004,0.70000,0.10703,3.50986,12,0.02131,reproductive,7.73916,20.04896,15.37292,55721.98310
18,1,MS,35.84122,False,0,13.36667,0.00355,1,8348.87973,8348.87973,0.70000,0.10703,3.50842,12,0.02450,reproductive,8.89873,19.10628,13.22560,64070.86283
19,1,MS,24.51699,False,0,13.36667,0.00355,1,8348.87973,8348.87973,0.70000,0.10703,3.50850,12,0.02450,reproductive,8.89873,19.35831,12.95055,64070.86283
20,1,MS,26.19493,False,0,12.70000,0.00276,1,7770.40783,7770.40783,0.70000,0.10703,3.50719,12,0.02746,reproductive,9.97795,18.22635,11.95835,71841.27066
21,1,MS,15.93481,False,0,12.70000,0.00276,1,7770.40783,7770.40783,0.70000,0.10703,3.50725,12,0.02746,reproductive,9.97795,15.17857,11.33190,71841.27066
22,1,MS,16.39221,False,0,8.69167,0.00076,1,4973.47484,4973.47484,0.70000,0.10703,3.50642,12,0.02936,reproductive,10.66871,13.27719,8.79866,76814.74549
23,1,MS,10.90069,False,0,8.69167,0.00076,1,4973.47484,4973.47484,0.70000,0.10703,3.50646,12,0.02936,reproductive,10.66871,12.39119,8.56993,76814.74549
24,1,MS,13.49337,False,0,8.45000,0.00056,1,4835.19030,4835.19030,0.70000,0.10703,3.50566,12,0.03120,reproductive,11.34027,12.98726,8.48686,81649.93580
25,1,MS,9.13635,False,0,8.45000,0.00056,1,4835.19030,4835.19030,0.70000,0.10703,3.50570,12,0.03120,reproductive,11.34027,12.79753,8.37582,81649.93580
26,1,MS,12.41129,False,0,8.80000,0.00054,1,5035.46446,5035.46446,0.70000,0.10703,3.50486,12,0.03312,reproductive,12.03964,13.28759,8.57583,86685.40025
27,1,MS,8.42754,False,0,8.80000,0.00054,1,5035.46446,5035.46446,0.70000,0.10703,3.50491,12,0.03312,reproductive,12.03964,13.91215,8.58463,86685.40025
28,1,MS,11.51911,False,0,8.70000,0.00056,1,4978.24327,4978.24327,0.70000,0.10703,3.50408,12,0.03502,reproductive,12.73106,13.09551,8.35814,91663.64352
29,1,MS,7.51784,False,0,8.70000,0.00056,1,4978.24327,4978.24327,0.70000,0.10703,3.50412,12,0.03502,reproductive,12.73106,12.90856,8.27300,91663.64352
30,1,MS,12.61334,False,0,10.40833,0.00161,1,6036.63373,6036.63373,0.70000,0.10703,3.50311,12,0.03732,reproductive,13.56948,14.87994,10.11311,97700.27725
31,1,MS,9.18915,False,0,10.40833,0.00161,1,6036.63373,6036.63373,0.70000,0.10703,3.50318,12,0.03732,reproductive,13.56948,18.16178,10.63830,97700.27725
32,1,MS,19.00053,False,0,14.32500,0.00887,1,9242.58288,9242.58288,0.70000,0.10703,3.50160,12,0.04084,reproductive,14.85318,19.95416,13.98080,106942.86013
33,1,MS,14.05873,False,0,14.32500,0.00887,1,9242.58288,9242.58288,0.70000,0.10703,3.50169,12,0.04084,reproductive,14.85318,19.70778,14.31998,106942.86013
34,1,MS,27.32964,False,0,15.61667,0.01408,1,10565.79187,10565.79187,0.70000,0.10703,3.49987,12,0.04486,reproductive,16.32065,21.79125,16.37146,117508.65200
35,1,MS,23.66039,False,0,15.61667,0.01408,1,10565.79187,10565.79187,0.70000,0.10703,3.49998,12,0.04486,reproductive,16.32065,23.70220,16.99620,117508.65200
36,1,MS,39.93679,False,0,17.21667,0.01917,1,12391.95540,12391.95540,0.70000,0.10703,3.49784,12,0.04958,reproductive,18.04175,24.48267,18.85419,129900.60740
37,1,MS,32.83039,False,0,17.21667,0.01917,1,12391.95540,12391.95540,0.70000,0.10703,3.49796,12,0.04958,reproductive,18.04175,23.98385,18.98199,129900.60740
38,1,MS,47.05114,False,0,17.07500,0.01519,1,12222.22660,12222.22660,0.70000,0.10703,3.49589,12,0.05423,reproductive,19.73928,24.30474,18.53413,142122.83400
39,1,MS,36.21294,False,0,17.07500,0.01519,1,12222.22660,12222.22660,0.70000,0.10703,3.49601,12,0.05423,reproductive,19.73928,23.98787,18.46145,142122.83400
40,1,MS,44.50698,False,0,16.05000,0.00782,1,11040.29180,11040.29180,0.70000,0.10703,3.49420,12,0.05843,reproductive,21.27266,22.65539,16.32125,153163.12580
41,1,MS,29.97022,False,0,16.05000,0.00782,1,11040.29180,11040.29180,0.70000,0.10703,3.49430,12,0.05843,reproductive,21.27266,21.59539,15.91922,153163.12580
42,1,MS,34.60286,False,0,14.75000,0.00338,1,9662.84237,9662.84237,0.70000,0.10703,3.49276,12,0.06210,reproductive,22.61472,20.59291,14.14433,162825.96817
43,1,MS,21.03612,False,0,14.75000,0.00338,1,9662.84237,9662.84237,0.70000,0.10703,3.49285,12,0.06210,reproductive,22.61472,19.46552,13.70360,162825.96817
44,1,MS,24.19960,False,0,12.75000,0.00139,1,7812.58700,7812.58700,0.70000,0.10703,3.49162,12,0.06507,reproductive,23.69980,17.61654,11.77996,170638.55517
45,1,MS,14.42297,False,0,12.75000,0.00139,1,7812.58700,7812.58700,0.70000,0.10703,3.49169,12,0.06507,reproductive,23.69980,16.57823,11.45814,170638.55517
46,1,MS,18.95815,False,0,11.83333,0.00076,1,7069.63066,7069.63066,0.70000,0.10703,3.49057,12,0.06775,reproductive,24.68169,16.31841,10.85504,177708.18583
47,1,MS,11.47980,False,0,11.83333,0.00076,1,7069.63066,7069.63066,0.70000,0.10703,3.49064,12,0.06775,reproductive,24.68169,15.94244,10.68174,177708.18583
48,1,MS,16.83405,False,0,11.66667,0.00089,1,6941.31425,6941.31425,0.70000,0.10703,3.48954,12,0.07039,reproductive,25.64576,15.98983,10.54889,184649.50008
49,1,MS,9.83090,False,0,11.66667,0.00089,1,6941.31425,6941.31425,0.70000,0.10703,3.48960,12,0.07039,reproductive,25.64576,14.68663,10.26022,184649.50008
50,1,MS,14.14331,False,0,10.33333,0.00049,1,5986.17024,5986.17024,0.70000,0.10703,3.48864,12,0.07266,reproductive,26.47718,14.29477,9.42563,190635.67032
51,1,MS,8.70798,False,0,10.33333,0.00049,1,5986.17024,5986.17024,0.70000,0.10703,3.48870,12,0.07266,reproductive,26.47718,14.51917,9.39114,190635.67032
52,1,MS,13.42989,False,0,10.36667,0.00046,1,6008.55188,6008.55188,0.70000,0.10703,3.48773,12,0.07494,reproductive,27.31170,14.21953,9.30726,196644.22221
53,1,MS,7.89709,False,0,10.36667,0.00046,1,6008.55188,6008.55188,0.70000,0.10703,3.48778,12,0.07494,reproductive,27.31170,12.96847,9.06350,196644.22221
54,1,MS,12.77534,False,0,10.15000,0.00079,1,5864.39500,5864.39500,0.70000,0.10703,3.48682,12,0.07716,reproductive,28.12620,13.86956,9.55576,202508.61721
55,1,MS,8.77954,False,0,10.15000,0.00079,1,5864.39500,5864.39500,0.70000,0.10703,3.48690,12,0.07716,reproductive,28.12620,17.22833,10.07079,202508.61721
56,1,MS,23.00547,False,0,16.43333,0.01179,1,11472.65201,11472.65201,0.70000,0.10703,3.48500,12,0.08152,reproductive,29.71962,22.23434,16.00570,213981.26922
57,1,MS,17.03365,False,0,16.43333,0.01179,1,11472.65201,11472.65201,0.70000,0.10703,3.48513,12,0.08152,reproductive,29.71962,24.96004,17.05124,213981.26922
58,1,MS,37.99098,False,0,18.99167,0.02069,1,14635.31438,14635.31438,0.70000,0.10703,3.48266,12,0.08706,reproductive,31.75230,26.52661,21.45776,228616.58360
59,1,MS,31.12138,False,0,18.99167,0.02069,1,14635.31438,14635.31438,0.70000,0.10703,3.48282,12,0.08706,reproductive,31.75230,28.06807,22.23548,228616.58360
60,1,MS,52.88695,False,0,19.79167,0.01935,1,15704.27023,15704.27023,0.70000,0.10703,3.48017,12,0.09301,reproductive,33.93345,27.96894,22.44263,244320.85383
61,1,MS,40.43468,False,0,19.79167,0.01935,1,15704.27023,15704.27023,0.70000,0.10703,3.48033,12,0.09301,reproductive,33.93345,28.41500,22.62902,244320.85383
62,1,MS,59.52664,False,0,20.20000,0.01678,1,16259.13130,16259.13130,0.70000,0.10703,3.47764,12,0.09917,reproductive,36.19166,28.87178,22.86374,260579.98513
63,1,MS,43.16305,False,0,20.20000,0.01678,1,16259.13130,16259.13130,0.70000,0.10703,3.47782,12,0.09917,reproductive,36.19166,31.32467,23.19273,260579.98513
64,1,MS,55.92758,False,0,19.43333,0.01251,1,15222.04241,15222.04241,0.70000,0.10703,3.47537,12,0.10492,reproductive,38.30584,27.35818,20.62166,275802.02754
65,1,MS,34.81951,False,0,19.43333,0.01251,1,15222.04241,15222.04241,0.70000,0.10703,3.47550,12,0.10492,reproductive,38.30584,23.91793,19.84387,275802.02754
66,1,MS,39.16348,False,0,15.26667,0.00280,1,10193.71902,10193.71902,0.70000,0.10703,3.47390,12,0.10878,reproductive,39.72163,20.06822,14.51147,285995.74655
67,1,MS,23.31317,False,0,15.26667,0.00280,1,10193.71902,10193.71902,0.70000,0.10703,3.47399,12,0.10878,reproductive,39.72163,17.88352,13.84336,285995.74655
68,1,MS,25.92393,False,0,12.49167,0.00098,1,7596.73891,7596.73891,0.70000,0.10703,3.47281,12,0.11165,reproductive,40.77673,16.22731,11.52690,293592.48546
69,1,MS,15.10157,False,0,12.49167,0.00098,1,7596.73891,7596.73891,0.70000,0.10703,3.47287,12,0.11165,reproductive,40.77673,14.12461,11.00918,293592.48546
70,1,MS,18.21674,False,0,10.26667,0.00053,1,5941.62978,5941.62978,0.70000,0.10703,3.47195,12,0.11389,reproductive,41.60196,13.61388,9.68708,299534.11523
71,1,MS,11.64530,False,0,10.26667,0.00053,1,5941.62978,5941.62978,0.70000,0.10703,3.47201,12,0.11389,reproductive,41.60196,14.17788,9.67520,299534.11523
72,1,MS,15.56429,False,0,9.92500,0.00047,1,5717.97210,5717.97210,0.70000,0.10703,3.47113,12,0.11605,reproductive,42.39612,13.19502,9.19519,305252.08734
73,1,MS,9.35940,False,0,9.92500,0.00047,1,5717.97210,5717.97210,0.70000,0.10703,3.47118,12,0.11605,reproductive,42.39612,11.99323,8.92512,305252.08734
74,1,MS,12.40995,False,0,8.10833,0.00030,1,4639.68458,4639.68458,0.70000,0.10703,3.47045,12,0.11780,reproductive,43.04052,11.38178,7.96854,309891.77191
75,1,MS,7.90197,False,0,8.10833,0.00030,1,4639.68458,4639.68458,0.70000,0.10703,3.47050,12,0.11780,reproductive,43.04052,11.39097,7.91486,309891.77191
76,1,MS,10.96991,False,0,7.50833,0.00026,1,4296.35746,4296.35746,0.70000,0.10703,3.46982,12,0.11942,reproductive,43.63724,10.80241,7.51379,314188.12937
77,1,MS,7.07617,False,0,7.50833,0.00026,1,4296.35746,4296.35746,0.70000,0.10703,3.46987,12,0.11942,reproductive,43.63724,10.97420,7.49961,314188.12937
78,1,MS,12.95273,False,0,9.94167,0.00100,1,5728.70490,5728.70490,0.70000,0.10703,3.46896,12,0.12158,reproductive,44.43289,13.01067,9.85123,319916.83427
79,1,MS,9.25149,False,0,9.94167,0.00100,1,5728.70490,5728.70490,0.70000,0.10703,3.46904,12,0.12158,reproductive,44.43289,16.65011,10.51982,319916.83427
80,1,MS,26.21917,False,0,17.04167,0.01062,1,12182.50925,12182.50925,0.70000,0.10703,3.46709,12,0.12618,reproductive,46.12491,22.17193,17.79910,332099.34352
81,1,MS,19.13027,False,0,17.04167,0.01062,1,12182.50925,12182.50925,0.70000,0.10703,3.46723,12,0.12618,reproductive,46.12491,24.96446,18.92583,332099.34352
82,1,MS,42.11494,False,0,19.43333,0.01933,1,15222.04241,15222.04241,0.70000,0.10703,3.46474,12,0.13192,reproductive,48.23908,26.13254,21.68229,347321.38593
83,1,MS,33.57820,False,0,19.43333,0.01933,1,15222.04241,15222.04241,0.70000,0.10703,3.46491,12,0.13192,reproductive,48.23908,27.56434,22.42213,347321.38593
84,1,MS,56.37388,False,0,20.09167,0.01510,1,16111.45650,16111.45650,0.70000,0.10703,3.46228,12,0.13799,reproductive,50.47678,27.27595,22.09010,363432.84242
85,1,MS,40.92728,False,0,20.09167,0.01510,1,16111.45650,16111.45650,0.70000,0.10703,3.46246,12,0.13799,reproductive,50.47678,29.17528,22.40036,363432.84242
86,1,MS,61.91648,False,0,21.07500,0.01949,1,17459.10304,17459.10304,0.70000,0.10703,3.45965,12,0.14457,reproductive,52.90166,29.29250,24.11543,380891.94546
87,1,MS,42.43103,False,0,21.07500,0.01949,1,17459.10304,17459.10304,0.70000,0.10703,3.45983,12,0.14457,reproductive,52.90166,27.88917,23.98203,380891.94546
88,1,MS,58.96266,False,0,19.54167,0.00837,1,15367.29938,15367.29938,0.70000,0.10703,3.45741,12,0.15035,reproductive,55.03601,26.20738,21.32629,396259.24484
89,1,MS,37.53144,False,0,19.54167,0.00837,1,15367.29938,15367.29938,0.70000,0.10703,3.45756,12,0.15035,reproductive,55.03601,25.46414,20.94682,396259.24484
90,1,MS,44.91853,False,0,17.06667,0.00255,1,12212.28941,12212.28941,0.70000,0.10703,3.45568,12,0.15494,reproductive,56.73216,21.85297,16.88135,408471.53425
91,1,MS,25.18361,False,0,17.06667,0.00255,1,12212.28941,12212.28941,0.70000,0.10703,3.45579,12,0.15494,reproductive,56.73216,19.10628,16.01371,408471.53425
92,1,MS,27.80160,False,0,13.12500,0.00085,1,8135.14397,8135.14397,0.70000,0.10703,3.45455,12,0.15800,reproductive,57.86204,16.20208,12.12153,416606.67822
93,1,MS,16.09976,False,0,13.12500,0.00085,1,8135.14397,8135.14397,0.70000,0.10703,3.45462,12,0.15800,reproductive,57.86204,14.99697,11.72169,416606.67822
94,1,MS,22.77933,False,0,12.97500,0.00058,1,8004.80006,8004.80006,0.70000,0.10703,3.45340,12,0.16101,reproductive,58.97382,15.96154,11.79410,424611.47828
95,1,MS,13.87195,False,0,12.97500,0.00058,1,8004.80006,8004.80006,0.70000,0.10703,3.45350,12,0.16101,reproductive,58.97382,17.45550,11.95173,424611.47828
96,1,MS,23.66926,False,0,14.65833,0.00059,1,9570.94530,9570.94530,0.70000,0.10703,3.45203,12,0.16460,reproductive,60.30311,18.01996,13.12750,434182.42358
97,1,MS,13.25563,False,0,14.65833,0.00059,1,9570.94530,9570.94530,0.70000,0.10703,3.45213,12,0.16460,reproductive,60.30311,18.42402,13.08429,434182.42358
98,1,MS,23.48573,False,0,15.11667,0.00103,1,10037.33407,10037.33407,0.70000,0.10703,3.45056,12,0.16837,reproductive,61.69719,18.48522,13.33257,444219.75765
99,1,MS,12.72471,False,0,15.11667,0.00103,1,10037.33407,10037.33407,0.70000,0.10703,3.45067,12,0.16837,reproductive,61.69719,18.47878,13.22414,444219.75765
100,1,MS,22.43302,False,0,14.94167,0.00069,1,9857.22120,9857.22120,0.70000,0.10703,3.44910,12,0.17207,reproductive,63.06625,18.06169,12.85524,454076.97885
101,1,MS,12.26625,False,0,14.94167,0.00069,1,9857.22120,9857.22120,0.70000,0.10703,3.44921,12,0.17207,reproductive,63.06625,18.38878,12.83290,454076.97885
102,1,MS,22.80978,False,0,15.34167,0.00140,1,10272.60408,10272.60408,0.70000,0.10703,3.44755,12,0.17593,reproductive,64.49300,18.42510,14.03424,464349.58293
103,1,MS,13.51593,False,0,15.34167,0.00140,1,10272.60408,10272.60408,0.70000,0.10703,3.44768,12,0.17593,reproductive,64.49300,21.05037,14.58631,464349.58293
104,1,MS,31.94887,False,0,18.75833,0.01134,1,14329.29628,14329.29628,0.70000,0.10703,3.44531,12,0.18130,reproductive,66.48318,23.47555,19.59180,478678.87921
105,1,MS,22.14617,False,0,18.75833,0.01134,1,14329.29628,14329.29628,0.70000,0.10703,3.44548,12,0.18130,reproductive,66.48318,25.33320,20.73101,478678.87921
106,1,MS,48.20450,False,0,20.63333,0.01836,1,16852.31034,16852.31034,0.70000,0.10703,3.44264,12,0.18761,reproductive,68.82378,26.59148,23.88349,495531.18955
107,1,MS,37.35724,False,0,20.63333,0.01836,1,16852.31034,16852.31034,0.70000,0.10703,3.44283,12,0.18761,reproductive,68.82378,27.39109,24.54599,495531.18955
108,1,MS,63.82458,False,0,21.20000,0.02056,1,17630.86501,17630.86501,0.70000,0.10703,3.43986,12,0.19422,reproductive,71.27251,27.58914,25.41819,513162.05456
109,1,MS,48.81184,False,0,21.20000,0.02056,1,17630.86501,17630.86501,0.70000,0.10703,3.44006,12,0.19422,reproductive,71.27251,28.45065,25.81055,513162.05456
110,1,MS,71.15286,False,0,21.07500,0.01833,1,17459.10304,17459.10304,0.70000,0.10703,3.43719,12,0.20075,reproductive,73.69738,27.44041,24.73300,530621.15760
111,1,MS,50.61798,False,0,21.07500,0.01833,1,17459.10304,17459.10304,0.70000,0.10703,3.43738,12,0.20075,reproductive,73.69738,27.52279,24.73603,530621.15760
112,1,MS,67.20768,False,0,20.30000,0.01009,1,16395.69910,16395.69910,0.70000,0.10703,3.43477,12,0.20688,reproductive,75.97456,26.09437,22.59914,547016.85670
113,1,MS,41.83982,False,0,20.30000,0.01009,1,16395.69910,16395.69910,0.70000,0.10703,3.43494,12,0.20688,reproductive,75.97456,23.78655,21.86321,547016.85670
114,1,MS,47.59816,False,0,16.76667,0.00213,1,11858.06683,11858.06683,0.70000,0.10703,3.43310,12,0.21131,reproductive,77.62152,20.19456,16.48896,558874.92353
115,1,MS,27.25603,False,0,16.76667,0.00213,1,11858.06683,11858.06683,0.70000,0.10703,3.43322,12,0.21131,reproductive,77.62152,18.15345,15.69323,558874.92353
116,1,MS,30.62284,False,0,13.77500,0.00071,1,8720.60491,8720.60491,0.70000,0.10703,3.43189,12,0.21457,reproductive,78.83271,16.13858,12.81970,567595.52844
117,1,MS,17.76476,False,0,13.77500,0.00071,1,8720.60491,8720.60491,0.70000,0.10703,3.43198,12,0.21457,reproductive,78.83271,15.47301,12.48253,567595.52844
118,1,MS,23.05131,False,0,12.54167,0.00049,1,7638.11486,7638.11486,0.70000,0.10703,3.43082,12,0.21742,reproductive,79.89356,14.65732,11.44516,575233.64331
119,1,MS,13.97390,False,0,12.54167,0.00049,1,7638.11486,7638.11486,0.70000,0.10703,3.43091,12,0.21742,reproductive,79.89356,15.51026,11.49524,575233.64331
120,1,MS,19.92286,False,0,12.13333,0.00030,1,7305.78693,7305.78693,0.70000,0.10703,3.42979,12,0.22014,reproductive,80.90825,14.14500,10.90842,582539.43024
121,1,MS,11.53121,False,0,12.13333,0.00030,1,7305.78693,7305.78693,0.70000,0.10703,3.42987,12,0.22014,reproductive,80.90825,13.61122,10.69695,582539.43024
122,1,MS,17.49623,False,0,11.44167,0.00032,1,6771.30743,6771.30743,0.70000,0.10703,3.42882,12,0.22267,reproductive,81.84871,13.34738,10.17308,589310.73767
123,1,MS,10.30247,False,0,11.44167,0.00032,1,6771.30743,6771.30743,0.70000,0.10703,3.42890,12,0.22267,reproductive,81.84871,13.36032,10.09908,589310.73767
124,1,MS,18.35227,False,0,12.61667,0.00047,1,7700.53900,7700.53900,0.70000,0.10703,3.42769,12,0.22554,reproductive,82.91823,14.52055,10.98164,597011.27667
125,1,MS,10.60852,False,0,12.61667,0.00047,1,7700.53900,7700.53900,0.70000,0.10703,3.42778,12,0.22554,reproductive,82.91823,14.96674,11.00440,597011.27667
126,1,MS,20.64815,False,0,14.12500,0.00100,1,9049.92679,9049.92679,0.70000,0.10703,3.42635,12,0.22891,reproductive,84.17517,16.16503,12.86813,606061.20346
127,1,MS,12.68991,False,0,14.12500,0.00100,1,9049.92679,9049.92679,0.70000,0.10703,3.42647,12,0.22891,reproductive,84.17517,18.87913,13.51937,606061.20346
128,1,MS,29.72159,False,0,17.61667,0.00766,1,12879.15069,12879.15069,0.70000,0.10703,3.42439,12,0.23371,reproductive,85.96394,20.79178,17.71366,618940.35415
129,1,MS,20.03542,False,0,17.61667,0.00766,1,12879.15069,12879.15069,0.70000,0.10703,3.42455,12,0.23371,reproductive,85.96394,22.57199,18.62550,618940.35415
130,1,MS,43.56264,False,0,19.60000,0.01637,1,15445.71294,15445.71294,0.70000,0.10703,3.42201,12,0.23947,reproductive,88.10918,23.80706,21.60449,634386.06708
131,1,MS,33.50961,False,0,19.60000,0.01637,1,15445.71294,15445.71294,0.70000,0.10703,3.42219,12,0.23947,reproductive,88.10918,24.66950,22.30429,634386.06708
132,1,MS,57.95602,False,0,20.05000,0.01524,1,16054.74128,16054.74128,0.70000,0.10703,3.41954,12,0.24544,reproductive,90.33900,24.48061,22.83610,650440.80836
133,1,MS,43.37278,False,0,20.05000,0.01524,1,16054.74128,16054.74128,0.70000,0.10703,3.41973,12,0.24544,reproductive,90.33900,24.70974,23.03272,650440.80836
134,1,MS,62.03178,False,0,19.57500,0.01097,1,15412.09056,15412.09056,0.70000,0.10703,3.41722,12,0.25117,reproductive,92.47957,23.70353,21.64412,665852.89892
135,1,MS,42.25962,False,0,19.57500,0.01097,1,15412.09056,15412.09056,0.70000,0.10703,3.41740,12,0.25117,reproductive,92.47957,22.93580,21.36876,665852.89892
136,1,MS,56.84140,False,0,18.95000,0.00592,1,14580.45599,14580.45599,0.70000,0.10703,3.41509,12,0.25659,reproductive,94.50463,22.73142,20.08246,680433.35492
137,1,MS,34.87853,False,0,18.95000,0.00592,1,14580.45599,14580.45599,0.70000,0.10703,3.41524,12,0.25659,reproductive,94.50463,21.29590,19.49070,680433.35492
138,1,MS,43.46330,False,0,16.97500,0.00241,1,12103.32658,12103.32658,0.70000,0.10703,3.41335,12,0.26109,reproductive,96.18565,19.67628,16.46896,692536.68150
139,1,MS,24.69687,False,0,16.97500,0.00241,1,12103.32658,12103.32658,0.70000,0.10703,3.41348,12,0.26109,reproductive,96.18565,18.14459,15.80087,692536.68150
140,1,MS,32.47133,False,0,15.52500,0.00135,1,10467.37513,10467.37513,0.70000,0.10703,3.41186,12,0.26498,reproductive,97.63945,17.62784,14.38698,703004.05663
141,1,MS,18.35564,False,0,15.52500,0.00135,1,10467.37513,10467.37513,0.70000,0.10703,3.41198,12,0.26498,reproductive,97.63945,17.48308,14.14669,703004.05663
142,1,MS,27.62090,False,0,15.25833,0.00099,1,10184.98249,10184.98249,0.70000,0.10703,3.41039,12,0.26875,reproductive,99.05403,17.19988,13.82842,713189.03913
143,1,MS,15.50594,False,0,15.25833,0.00099,1,10184.98249,10184.98249,0.70000,0.10703,3.41051,12,0.26875,reproductive,99.05403,17.35269,13.70901,713189.03913
144,1,MS,26.18276,False,0,15.56667,0.00130,1,10512.02490,10512.02490,0.70000,0.10703,3.40884,12,0.27265,reproductive,100.51404,17.48743,13.84825,723701.06403
145,1,MS,14.45036,False,0,15.56667,0.00130,1,10512.02490,10512.02490,0.70000,0.10703,3.40897,12,0.27265,reproductive,100.51404,17.84533,13.80535,723701.06403
146,1,MS,25.83612,False,0,15.95000,0.00144,1,10929.44089,10929.44089,0.70000,0.10703,3.40721,12,0.27671,reproductive,102.03201,17.85369,14.05229,734630.50493
147,1,MS,13.97158,False,0,15.95000,0.00144,1,10929.44089,10929.44089,0.70000,0.10703,3.40734,12,0.27671,reproductive,102.03201,17.89735,13.95013,734630.50493
148,1,MS,24.62037,False,0,15.69167,0.00138,1,10646.82486,10646.82486,0.70000,0.10703,3.40559,12,0.28065,reproductive,103.51074,17.36310,13.50946,745277.32979
149,1,MS,13.42542,False,0,15.69167,0.00138,1,10646.82486,10646.82486,0.70000,0.10703,3.40572,12,0.28065,reproductive,103.51074,17.32690,13.40646,745277.32979
150,1,MS,24.43233,False,0,15.81667,0.00138,1,10782.89792,10782.89792,0.70000,0.10703,3.40392,12,0.28465,reproductive,105.00836,17.37457,13.77370,756060.22770
151,1,MS,13.74940,False,0,15.81667,0.00138,1,10782.89792,10782.89792,0.70000,0.10703,3.40405,12,0.28465,reproductive,105.00836,17.94763,13.81818,756060.22770
152,1,MS,24.62777,False,0,15.86667,0.00142,1,10837.68267,10837.68267,0.70000,0.10703,3.40220,12,0.28866,reproductive,106.51360,17.28614,13.92665,766897.91038
153,1,MS,14.43809,False,0,15.86667,0.00142,1,10837.68267,10837.68267,0.70000,0.10703,3.40234,12,0.28866,reproductive,106.51360,18.10728,14.15332,766897.91038
154,1,MS,29.00008,False,0,17.53333,0.00355,1,12776.69947,12776.69947,0.70000,0.10703,3.40012,12,0.29338,reproductive,108.28814,19.38403,16.26248,779674.60985
155,1,MS,17.66380,False,0,17.53333,0.00355,1,12776.69947,12776.69947,0.70000,0.10703,3.40027,12,0.29338,reproductive,108.28814,19.31232,16.47380,779674.60985
156,1,MS,32.91036,False,0,17.80833,0.00471,1,13116.64065,13116.64065,0.70000,0.10703,3.39794,12,0.29823,reproductive,110.10990,19.59786,17.04569,792791.25049
